orderid,bikeid,userid,start_time,start_location_x,start_location_y,end_time,end_location_x,end_location_y
258325,1749,17221,2016-08-27 08:59,121.42773,31.26826,2016-08-27 09:10,121.41347,31.27509
1528120,1756,5249,2016-08-31 18:06,121.46202,31.21892,2016-08-31 18:21,121.45408,31.20516
1371459,1757,7357,2016-08-15 21:49,121.45966,31.1921,2016-08-15 21:55,121.45574,31.19612
1489407,1761,12893,2016-08-13 20:11,121.37357,31.21256,2016-08-13 20:23,121.38451,31.20596
753929,1770,349,2016-08-20 19:14,121.51137,31.29994,2016-08-20 19:39,121.48505,31.31448
314396,1771,11984,2016-08-25 09:13,121.48599,31.30629,2016-08-25 09:18,121.48892,31.31143
541827,1771,4258,2016-08-19 08:43,121.48507,31.30556,2016-08-19 08:47,121.48804,31.31033
1002731,1771,7693,2016-08-01 20:12,121.4886,31.31166,2016-08-01 20:26,121.4818,31.2954
12523,1777,15701,2016-08-29 06:02,121.416,31.25327,2016-08-29 06:05,121.42044,31.25577
1785434,1778,14850,2016-08-24 21:15,121.42178,31.14085,2016-08-24 21:40,121.41918,31.13376
1419275,1778,5522,2016-08-12 21:55,121.46359,31.18092,2016-08-12 22:46,121.41924,31.13552
978578,1780,4878,2016-08-28 13:46,121.43619,31.19631,2016-08-28 14:35,121.46858,31.23096
877113,1795,9278,2016-08-11 17:40,121.48271,31.26697,2016-08-11 18:06,121.46392,31.26903
780022,1801,7834,2016-08-05 19:07,121.47608,31.29016,2016-08-05 19:16,121.48128,31.28201
134923,1801,9159,2016-08-29 08:16,121.48299,31.29056,2016-08-29 08:24,121.47561,31.29504
1500375,1803,8771,2016-08-22 20:54,121.49902,31.28085,2016-08-22 21:15,121.46172,31.28606
1541161,1803,1846,2016-08-16 20:35,121.50024,31.28211,2016-08-16 21:00,121.46149,31.28584
1004444,1807,1997,2016-08-19 16:15,121.57955,31.19818,2016-08-19 16:19,121.5864,31.20007
720572,1807,13688,2016-08-21 19:02,121.4833,31.22654,2016-08-21 19:12,121.47239,31.22286
820726,1807,1997,2016-08-19 12:17,121.58608,31.20162,2016-08-19 12:24,121.57901,31.19703
147747,1808,11895,2016-08-16 07:19,121.48202,31.20509,2016-08-16 07:23,121.48578,31.20917
410819,1809,2515,2016-08-21 13:09,121.47421,31.21664,2016-08-21 13:19,121.46785,31.22053
661367,1815,4144,2016-08-19 09:40,121.41389,31.26107,2016-08-19 09:45,121.40236,31.263
288156,1817,6689,2016-08-21 11:14,121.52604,31.13763,2016-08-21 11:24,121.5208,31.14558
1324902,1819,12298,2016-08-15 20:20,121.46581,31.21869,2016-08-15 20:31,121.45695,31.21568
1678306,1828,10148,2016-08-28 20:25,121.38403,31.16638,2016-08-28 20:42,121.37366,31.16943
401694,1828,1824,2016-08-18 14:10,121.49822,31.15922,2016-08-18 14:34,121.50265,31.16547
1804287,1838,8796,2016-08-26 22:26,121.513,31.14014,2016-08-26 22:35,121.50557,31.13494
485565,1843,13211,2016-08-22 07:43,121.39319,31.124,2016-08-22 07:45,121.39166,31.12011
1660337,1852,7179,2016-08-17 23:36,121.42744,31.19433,2016-08-18 00:01,121.42844,31.23123
671176,1856,728,2016-08-03 20:00,121.43446,31.20164,2016-08-03 20:54,121.43899,31.19785
627078,1864,9592,2016-08-29 15:27,121.35768,31.34351,2016-08-29 15:53,121.35851,31.34737
1413697,1867,11176,2016-08-22 18:39,121.4453,31.23854,2016-08-22 18:45,121.443,31.23482
520093,1867,7363,2016-08-25 12:56,121.44483,31.23992,2016-08-25 13:02,121.44136,31.23363
581526,1873,6140,2016-08-01 16:07,121.41721,31.21564,2016-08-01 16:21,121.42235,31.20574
499136,1873,6140,2016-08-01 14:32,121.42339,31.21129,2016-08-01 14:43,121.41414,31.21846
637684,1878,10971,2016-08-11 13:59,121.52099,31.27413,2016-08-11 14:18,121.49937,31.27007
1131170,1890,7234,2016-08-25 22:30,121.39134,31.35514,2016-08-25 22:37,121.39504,31.3598
430723,1896,6134,2016-08-13 08:51,121.4744,31.22327,2016-08-13 09:31,121.43024,31.23802
250388,1896,5483,2016-08-02 14:29,121.43389,31.17312,2016-08-02 14:40,121.42757,31.18188
1013391,1900,8776,2016-08-13 15:20,121.40629,31.13056,2016-08-13 15:30,121.40062,31.1324
47922,1915,3691,2016-08-01 07:02,121.5127,31.33084,2016-08-01 07:05,121.51635,31.32991
398902,1915,4487,2016-08-10 15:49,121.5161,31.33294,2016-08-10 15:56,121.50757,31.32822
143192,1917,6303,2016-08-01 08:07,121.42175,31.20376,2016-08-01 08:12,121.42887,31.20279
1727855,1917,6706,2016-08-24 17:03,121.47052,31.18948,2016-08-24 17:11,121.47324,31.19578
650046,1919,9733,2016-08-30 09:01,121.54193,31.29694,2016-08-30 09:09,121.53353,31.29562
799205,1920,13835,2016-08-19 11:51,121.4529,31.20275,2016-08-19 12:02,121.4572,31.21681
837328,1923,1617,2016-08-09 19:11,121.44022,31.17229,2016-08-09 19:18,121.43949,31.17731
1454983,1924,14618,2016-08-28 17:47,121.47592,31.19865,2016-08-28 17:52,121.48112,31.20096
1429512,1924,15567,2016-08-28 17:34,121.48231,31.20043,2016-08-28 17:40,121.47628,31.19985
384054,1933,6154,2016-08-21 12:50,121.4354,31.23926,2016-08-21 13:18,121.46855,31.23215
638079,1938,8671,2016-08-11 14:14,121.43869,31.19282,2016-08-11 14:25,121.43519,31.18348
590459,1939,4385,2016-08-10 18:53,121.43342,31.20173,2016-08-10 19:02,121.43823,31.19225
1781645,1940,15522,2016-08-26 19:54,121.4977,31.20925,2016-08-26 20:15,121.49989,31.21175
288583,1951,5428,2016-08-07 15:32,121.47886,31.27167,2016-08-07 15:35,121.47956,31.27482
1770963,1957,12808,2016-08-26 19:08,121.4702,31.26678,2016-08-26 19:12,121.46707,31.27121
1529919,1960,2443,2016-08-06 13:43,121.4884,31.22308,2016-08-06 13:46,121.49087,31.22834
963543,1960,3752,2016-08-14 15:30,121.48966,31.22657,2016-08-14 15:34,121.48902,31.22341
582463,1960,583,2016-08-08 11:51,121.48833,31.22228,2016-08-08 11:54,121.48927,31.22811
535050,1960,15001,2016-08-21 15:28,121.48446,31.22123,2016-08-21 15:34,121.48934,31.22688
738748,1966,4440,2016-08-30 09:29,121.46026,31.27442,2016-08-30 09:32,121.45568,31.27012
1343245,1972,7989,2016-08-23 20:19,121.39197,31.19883,2016-08-23 20:24,121.39454,31.1915
936213,1972,6299,2016-08-28 13:23,121.39184,31.19746,2016-08-28 13:28,121.39541,31.19384
1277284,1975,9637,2016-08-13 17:59,121.46837,31.29958,2016-08-13 18:08,121.4588,31.29816
64165,1977,13335,2016-08-15 01:47,121.42275,31.20772,2016-08-15 02:08,121.42775,31.1897
98090,1979,6142,2016-08-07 08:20,121.46349,31.18032,2016-08-07 08:55,121.47049,31.21025
279448,1982,8075,2016-08-04 07:53,121.4265,31.18484,2016-08-04 07:57,121.42116,31.18796
1560370,1988,8382,2016-08-06 16:11,121.44257,31.26903,2016-08-06 16:41,121.49085,31.28058
1554253,1988,8382,2016-08-06 15:41,121.47847,31.2681,2016-08-06 16:04,121.44318,31.26861
235152,1990,6689,2016-08-10 09:39,121.44244,31.2277,2016-08-10 09:45,121.44509,31.22235
841835,1991,6587,2016-08-08 15:55,121.51036,31.2371,2016-08-08 16:04,121.51207,31.24325
332329,2002,1610,2016-08-02 16:50,121.3923,31.23459,2016-08-02 16:58,121.39921,31.24357
502148,2013,6587,2016-08-20 15:46,121.40236,31.23693,2016-08-20 15:54,121.41118,31.23087
780625,2022,11364,2016-08-29 17:25,121.44939,31.22262,2016-08-29 17:59,121.44311,31.25185
1501067,2028,9951,2016-08-08 23:19,121.41069,31.22095,2016-08-08 23:34,121.42719,31.21668
1540778,2030,6119,2016-08-16 20:30,121.40854,31.22805,2016-08-16 20:42,121.41724,31.23523
1523305,2037,4367,2016-08-06 12:52,121.42456,31.18769,2016-08-06 13:24,121.42555,31.17128
187419,2044,3818,2016-08-20 09:24,121.42595,31.19815,2016-08-20 09:38,121.44754,31.20964
1087664,2045,13066,2016-08-14 16:51,121.46605,31.21584,2016-08-14 17:13,121.49364,31.20439
590956,2046,5442,2016-08-10 18:58,121.44357,31.33711,2016-08-10 19:03,121.45122,31.34005
604298,2048,1777,2016-08-10 19:04,121.496,31.26986,2016-08-10 19:10,121.50408,31.26548
1177918,2049,1590,2016-08-12 14:20,121.41188,31.30224,2016-08-12 14:41,121.37913,31.30255
977365,2052,1691,2016-08-29 19:52,121.59978,31.33366,2016-08-29 20:40,121.60136,31.2735
1372647,2052,11109,2016-08-16 18:26,121.54261,31.23699,2016-08-16 18:51,121.57872,31.25388
1063949,2055,9866,2016-08-27 15:46,121.42043,31.13887,2016-08-27 15:58,121.43002,31.14711
1410044,2057,10062,2016-08-17 18:13,121.50693,31.29612,2016-08-17 18:20,121.51074,31.29872
900846,2058,2536,2016-08-20 21:36,121.55918,31.2005,2016-08-20 21:44,121.56117,31.19614
896310,2058,6945,2016-08-18 22:05,121.5609,31.20967,2016-08-18 22:27,121.55059,31.19245
942369,2059,9605,2016-08-08 17:12,121.48971,31.24835,2016-08-08 17:30,121.47031,31.25699
51342,2062,6256,2016-08-20 02:35,121.38631,31.20459,2016-08-20 02:39,121.3856,31.20687
993734,2067,5880,2016-08-14 15:50,121.45475,31.33004,2016-08-14 16:05,121.4369,31.33107
201741,2071,5859,2016-08-05 13:22,121.43121,31.18936,2016-08-05 13:37,121.43594,31.17096
925735,2074,9073,2016-08-27 14:43,121.53143,31.26969,2016-08-27 14:47,121.52961,31.27506
236441,2075,5472,2016-08-03 11:36,121.4525,31.20591,2016-08-03 11:40,121.44792,31.20539
1457304,2078,5041,2016-08-31 17:36,121.44264,31.21706,2016-08-31 17:42,121.44509,31.22377
360967,2082,10563,2016-08-18 13:07,121.41727,31.20111,2016-08-18 13:15,121.40602,31.197
767260,2083,10,2016-08-16 10:07,121.45547,31.27004,2016-08-16 10:21,121.43767,31.27498
1800211,2087,1852,2016-08-26 21:31,121.46084,31.24596,2016-08-26 21:46,121.43816,31.24222
1031559,2090,3293,2016-08-01 20:41,121.49393,31.19661,2016-08-01 21:13,121.49428,31.21115
442441,2092,8500,2016-08-02 18:15,121.47645,31.22113,2016-08-02 18:22,121.47569,31.21507
1583864,2097,4101,2016-08-19 23:23,121.42171,31.24265,2016-08-19 23:42,121.40559,31.22192
1735512,2099,13679,2016-08-31 22:54,121.35164,31.28445,2016-08-31 23:01,121.34993,31.28765
1613992,2113,4561,2016-08-27 21:41,121.50093,31.11731,2016-08-27 21:47,121.50846,31.12138
736537,2113,12847,2016-08-18 19:15,121.50018,31.12088,2016-08-18 19:20,121.50918,31.12129
636347,2120,11290,2016-08-13 11:01,121.48629,31.27675,2016-08-13 11:15,121.50064,31.28013
1611053,2121,12836,2016-08-24 13:13,121.4426,31.1858,2016-08-24 13:22,121.43231,31.18134
1107915,2130,1173,2016-08-15 18:13,121.42851,31.20226,2016-08-15 18:19,121.42319,31.20421
402813,2137,10694,2016-08-22 15:21,121.42964,31.24692,2016-08-22 15:50,121.44598,31.21898
1148159,2139,14228,2016-08-28 15:16,121.43874,31.26086,2016-08-28 15:26,121.43396,31.26131
525125,2139,6337,2016-08-02 19:28,121.43786,31.25926,2016-08-02 19:33,121.43357,31.26106
899491,2153,4291,2016-08-11 17:51,121.44318,31.25985,2016-08-11 18:04,121.42931,31.25984
1608555,2153,578,2016-08-14 23:42,121.44503,31.2616,2016-08-14 23:46,121.44401,31.25957
986452,2154,9464,2016-08-11 18:27,121.33653,31.25478,2016-08-11 18:45,121.32289,31.24537
568724,2163,335,2016-08-14 11:16,121.44701,31.15884,2016-08-14 11:23,121.44668,31.17081
219907,2168,15432,2016-08-21 10:03,121.39654,31.26408,2016-08-21 10:08,121.39062,31.26766
355996,2170,8626,2016-08-25 09:58,121.42576,31.16832,2016-08-25 10:05,121.43261,31.17462
1709842,2170,9468,2016-08-26 15:46,121.43066,31.17033,2016-08-26 15:51,121.4325,31.17443
1022578,2175,4227,2016-08-14 16:19,121.44463,31.32021,2016-08-14 16:29,121.43988,31.31044
1721040,2178,9967,2016-08-31 21:10,121.43425,31.32767,2016-08-31 21:20,121.42414,31.32962
615041,2178,13928,2016-08-27 11:59,121.42427,31.32878,2016-08-27 12:11,121.44061,31.32909
597354,2180,616,2016-08-15 10:33,121.49986,31.26051,2016-08-15 10:38,121.50658,31.26286
757182,2181,13708,2016-08-23 18:21,121.44917,31.21232,2016-08-23 18:43,121.43952,31.22543
135557,2184,4987,2016-08-27 07:51,121.43257,31.25905,2016-08-27 08:11,121.46302,31.26949
1362751,2193,16748,2016-08-30 16:45,121.4315,31.36929,2016-08-30 16:55,121.44066,31.37273
1103161,2196,8150,2016-08-25 21:42,121.38519,31.31317,2016-08-25 21:59,121.40513,31.3111
949728,2196,15064,2016-08-25 19:10,121.4046,31.31155,2016-08-25 19:25,121.38415,31.31567
635855,2200,11744,2016-08-13 10:47,121.48699,31.21042,2016-08-13 10:53,121.48251,31.20641
953562,2200,10904,2016-08-13 14:26,121.47751,31.19736,2016-08-13 14:39,121.48735,31.20555
316564,2203,346,2016-08-07 16:37,121.4356,31.3248,2016-08-07 16:47,121.44769,31.31393
1019529,2205,11761,2016-08-25 20:09,121.43974,31.23573,2016-08-25 21:18,121.3804,31.3199
168247,2211,8137,2016-08-31 07:19,121.52598,31.15633,2016-08-31 07:30,121.5152,31.15729
829841,2213,5423,2016-08-22 08:53,121.4719,31.19443,2016-08-22 09:02,121.46176,31.20035
886405,2215,7500,2016-08-13 13:31,121.53924,31.25932,2016-08-13 13:42,121.54309,31.26886
95922,2219,9247,2016-08-09 08:07,121.52055,31.30699,2016-08-09 08:15,121.51291,31.30384
1208157,2220,3510,2016-08-22 12:25,121.44472,31.19479,2016-08-22 12:49,121.45684,31.19564
1375383,2224,5042,2016-08-12 20:29,121.42999,31.39385,2016-08-12 20:43,121.43256,31.38489
983563,2232,12736,2016-08-13 14:49,121.4477,31.19909,2016-08-13 14:55,121.4501,31.20867
1152402,2232,8407,2016-08-04 21:55,121.42087,31.01525,2016-08-04 22:03,121.41798,31.00638
735101,2234,6130,2016-08-31 09:47,121.59467,31.26022,2016-08-31 10:25,121.55737,31.22603
242833,2235,3531,2016-08-05 14:04,121.51774,31.26964,2016-08-05 14:24,121.52817,31.25102
1199424,2238,4201,2016-08-26 09:10,121.41031,31.20989,2016-08-26 09:17,121.40207,31.2013
782701,2242,5809,2016-08-25 17:34,121.47354,31.21432,2016-08-25 18:31,121.54302,31.27464
855234,2242,1827,2016-08-11 17:36,121.46922,31.20724,2016-08-11 18:33,121.53769,31.26972
1797768,2249,6412,2016-08-24 23:11,121.53348,31.28322,2016-08-24 23:21,121.52986,31.27449
1218958,2258,5418,2016-08-11 21:11,121.47028,31.19012,2016-08-11 21:29,121.47571,31.20673
23304,2267,2929,2016-08-03 07:40,121.48139,31.31426,2016-08-03 07:54,121.50639,31.32132
584243,2267,8463,2016-08-11 13:01,121.45164,31.21696,2016-08-11 13:15,121.45709,31.20896
820505,2267,36,2016-08-19 12:11,121.4559,31.2072,2016-08-19 12:30,121.4457,31.22294
503074,2267,946,2016-08-17 08:06,121.48212,31.31443,2016-08-17 08:21,121.50577,31.32176
1059797,2268,11911,2016-08-14 16:38,121.47293,31.2228,2016-08-14 17:07,121.46388,31.2181
811709,2275,4810,2016-08-05 19:13,121.4844,31.27412,2016-08-05 19:20,121.47708,31.27022
66118,2275,16032,2016-08-29 07:31,121.48492,31.27685,2016-08-29 07:37,121.47957,31.27223
513374,2286,9735,2016-08-13 09:37,121.57097,31.229,2016-08-13 09:50,121.56154,31.21271
832799,2291,1861,2016-08-11 17:26,121.44476,31.24078,2016-08-11 17:32,121.44864,31.23282
903404,2300,15188,2016-08-27 14:33,121.46345,31.20562,2016-08-27 14:42,121.4561,31.21162
1260543,2301,2414,2016-08-12 17:54,121.41606,31.12175,2016-08-12 18:03,121.40321,31.12736
1003736,2313,7107,2016-08-08 17:43,121.41804,31.16162,2016-08-08 17:48,121.41072,31.15568
247444,2314,14561,2016-08-21 18:33,121.48751,31.21588,2016-08-21 18:40,121.48435,31.22039
1048897,2320,9346,2016-08-12 08:45,121.4135,31.23028,2016-08-12 08:51,121.424,31.23639
388946,2320,7814,2016-08-04 08:34,121.41418,31.22816,2016-08-04 08:42,121.42367,31.23538
1040135,2321,7295,2016-08-04 20:33,121.47665,31.23328,2016-08-04 20:40,121.48682,31.23183
582749,2321,9327,2016-08-08 12:03,121.47624,31.23222,2016-08-08 12:10,121.48573,31.23004
392510,2331,14054,2016-08-20 13:47,121.49733,31.21098,2016-08-20 13:50,121.49376,31.2087
1147979,2333,42,2016-08-28 15:14,121.45993,31.15703,2016-08-28 15:19,121.45714,31.15482
251579,2334,13505,2016-08-18 09:51,121.48089,31.22578,2016-08-18 09:58,121.49198,31.22988
821200,2338,11461,2016-08-15 14:59,121.43377,31.20612,2016-08-15 15:06,121.43901,31.2123
1109328,2344,9785,2016-08-16 15:17,121.34823,31.28106,2016-08-16 15:40,121.33431,31.28848
292951,2345,6221,2016-08-01 09:31,121.48473,31.27587,2016-08-01 09:35,121.48964,31.27341
432069,2350,506,2016-08-19 08:15,121.33629,31.15843,2016-08-19 08:24,121.3523,31.16328
1025352,2359,11787,2016-08-16 13:52,121.60194,31.1995,2016-08-16 14:07,121.62227,31.19766
283536,2360,8998,2016-08-05 14:32,121.47852,31.21381,2016-08-05 14:57,121.47413,31.20037
1208042,2361,1254,2016-08-22 12:22,121.41582,31.17402,2016-08-22 12:26,121.41289,31.17006
928597,2365,1224,2016-08-31 11:41,121.48942,31.27048,2016-08-31 11:53,121.47824,31.26952
491913,2367,8588,2016-08-09 14:24,121.42374,31.1778,2016-08-09 14:35,121.43108,31.16815
859507,2369,2918,2016-08-09 19:22,121.49472,31.17761,2016-08-09 19:34,121.48456,31.17401
547361,2370,1232,2016-08-09 15:55,121.43938,31.33178,2016-08-09 16:01,121.43062,31.33276
331429,2371,12968,2016-08-31 07:51,121.44712,31.30598,2016-08-31 08:11,121.48448,31.3065
703202,2373,1209,2016-08-05 18:34,121.44988,31.22595,2016-08-05 18:52,121.43922,31.23
921022,2373,12218,2016-08-19 14:47,121.53833,31.31057,2016-08-19 14:52,121.53241,31.31266
443000,2373,9388,2016-08-18 15:28,121.53873,31.31271,2016-08-18 15:34,121.53126,31.3138
1710840,2381,6365,2016-08-31 20:20,121.2705,31.24128,2016-08-31 20:31,121.27786,31.22759
867744,2381,5908,2016-08-16 11:38,121.36741,31.15715,2016-08-16 12:00,121.39641,31.16452
1330784,2382,5252,2016-08-14 18:54,121.41644,31.21523,2016-08-14 19:22,121.43228,31.19515
1716594,2384,16217,2016-08-26 16:13,121.40916,31.22738,2016-08-26 16:39,121.43601,31.21071
389242,2386,8357,2016-08-04 08:39,121.47997,31.20393,2016-08-04 08:45,121.47109,31.21025
854989,2389,10924,2016-08-11 17:35,121.58142,31.2087,2016-08-11 17:38,121.58234,31.2101
1193577,2390,12583,2016-08-12 15:27,121.4694,31.21074,2016-08-12 15:37,121.47887,31.20368
1134942,2397,4820,2016-08-13 16:43,121.46037,31.22361,2016-08-13 16:57,121.44981,31.2208
1767067,2406,188,2016-08-24 19:34,121.4882,31.23382,2016-08-24 20:56,121.56041,31.25018
987230,2409,8366,2016-08-17 11:48,121.45457,31.21751,2016-08-17 11:54,121.45075,31.21235
29878,2411,338,2016-08-27 05:53,121.48944,31.32284,2016-08-27 06:01,121.48403,31.32002
1623219,2411,2835,2016-08-06 19:54,121.49783,31.34589,2016-08-06 20:14,121.48751,31.32038
654811,2412,15774,2016-08-25 15:50,121.47824,31.2654,2016-08-25 15:57,121.46905,31.26184
950079,2413,15430,2016-08-21 23:43,121.44336,31.21472,2016-08-22 00:08,121.44068,31.18855
89618,2413,2783,2016-08-14 00:18,121.44507,31.21271,2016-08-14 00:44,121.44129,31.18604
636932,2415,10251,2016-08-19 09:31,121.41044,31.23039,2016-08-19 09:38,121.4011,31.23554
1087276,2415,12760,2016-08-14 16:44,121.31106,31.24052,2016-08-14 16:49,121.31907,31.24116
237426,2416,11005,2016-08-18 09:26,121.49036,31.2343,2016-08-18 09:29,121.48613,31.23361
487935,2416,5261,2016-08-11 10:57,121.46791,31.22458,2016-08-11 11:16,121.47279,31.20597
1370157,2417,4577,2016-08-19 19:21,121.46422,31.23299,2016-08-19 19:31,121.45038,31.22437
105237,2420,919,2016-08-11 06:56,121.45713,31.19684,2016-08-11 07:00,121.46104,31.19351
1349730,2420,5988,2016-08-17 17:43,121.46335,31.19421,2016-08-17 17:49,121.45973,31.19409
352933,2422,9388,2016-08-29 10:55,121.4757,31.25737,2016-08-29 11:20,121.47762,31.2571
613496,2429,4062,2016-08-05 18:05,121.3488,31.17605,2016-08-05 18:11,121.35354,31.16407
180789,2429,10074,2016-08-10 08:38,121.35314,31.16473,2016-08-10 08:47,121.34954,31.17695
1194793,2429,10286,2016-08-14 17:49,121.49086,31.14479,2016-08-14 18:02,121.49569,31.1554
1664350,2432,9494,2016-08-06 23:11,121.42254,31.19582,2016-08-06 23:30,121.44364,31.21074
756349,2432,1113,2016-08-27 13:19,121.44694,31.21166,2016-08-27 13:38,121.46628,31.22695
403744,2432,5857,2016-08-14 09:41,121.42529,31.16763,2016-08-14 09:48,121.43466,31.17207
784181,2433,3438,2016-08-21 19:54,121.39804,31.22138,2016-08-21 20:09,121.40339,31.20813
750599,2434,6340,2016-08-04 17:05,121.44376,31.2247,2016-08-04 17:46,121.47673,31.20491
596967,2437,5503,2016-08-30 08:45,121.51812,31.29317,2016-08-30 08:57,121.51135,31.29808
921313,2437,12257,2016-08-19 14:57,121.51031,31.29726,2016-08-19 15:12,121.5188,31.29335
163864,2437,312,2016-08-09 08:43,121.51822,31.29239,2016-08-09 08:53,121.51008,31.29782
696911,2442,7636,2016-08-03 20:19,121.40859,31.18465,2016-08-03 20:45,121.34818,31.15883
1231879,2442,11751,2016-08-19 18:14,121.41243,31.19504,2016-08-19 18:42,121.43951,31.2237
292975,2444,7172,2016-08-01 09:33,121.47529,31.27039,2016-08-01 09:35,121.47886,31.26857
960005,2444,15397,2016-08-23 12:55,121.4893,31.20121,2016-08-23 13:05,121.48167,31.20306
1473945,2447,2936,2016-08-27 19:58,121.4466,31.30495,2016-08-27 20:03,121.44063,31.30325
840838,2450,7916,2016-08-01 18:29,121.46518,31.1949,2016-08-01 18:34,121.46887,31.19748
1695943,2451,15827,2016-08-28 22:05,121.35719,31.24493,2016-08-28 22:09,121.35963,31.24222
114015,2452,2911,2016-08-02 09:51,121.65403,31.26709,2016-08-02 10:06,121.6381,31.26348
327330,2452,5607,2016-08-09 11:08,121.48954,31.27651,2016-08-09 11:17,121.4865,31.281
1011546,2453,10953,2016-08-12 08:03,121.44441,31.24997,2016-08-12 08:17,121.44355,31.24779
48685,2453,2869,2016-08-08 02:05,121.44397,31.25146,2016-08-08 02:15,121.44005,31.24091
754434,2458,4670,2016-08-05 18:45,121.44552,31.22865,2016-08-05 18:51,121.43672,31.22953
180366,2458,7687,2016-08-10 08:32,121.43358,31.22939,2016-08-10 08:39,121.43135,31.22533
1158946,2460,12663,2016-08-23 17:08,121.44149,31.23471,2016-08-23 17:10,121.44346,31.23524
874687,2463,2347,2016-08-01 18:51,121.50841,31.3112,2016-08-01 19:06,121.52239,31.31781
1076956,2469,8087,2016-08-12 09:20,121.41632,31.18675,2016-08-12 09:30,121.42608,31.18264
576680,2469,5098,2016-08-10 18:41,121.42615,31.18221,2016-08-10 18:49,121.4162,31.18928
683527,2471,9448,2016-08-31 09:23,121.48846,31.23567,2016-08-31 09:47,121.47188,31.23542
954005,2476,9471,2016-08-13 14:38,121.37235,31.10401,2016-08-13 15:02,121.38327,31.09086
567907,2486,13893,2016-08-22 07:59,121.4086,31.20319,2016-08-22 08:03,121.40202,31.20659
1269291,2489,15955,2016-08-22 15:08,121.477,31.26059,2016-08-22 15:15,121.4831,31.25686
1441913,2492,12147,2016-08-14 19:53,121.45985,31.19238,2016-08-14 19:58,121.46289,31.19521
1116505,2497,12513,2016-08-14 17:05,121.42188,31.20526,2016-08-14 17:25,121.38853,31.21381
266704,2503,3026,2016-08-14 08:22,121.41233,31.14067,2016-08-14 08:27,121.40801,31.14311
1678228,2505,9737,2016-08-31 19:32,121.4161,31.27834,2016-08-31 20:27,121.42001,31.27667
741681,2509,11578,2016-08-17 09:05,121.53634,31.20735,2016-08-17 09:13,121.54526,31.21746
780744,2515,10056,2016-08-29 17:26,121.43765,31.27513,2016-08-29 17:37,121.42679,31.2681
739373,2515,7446,2016-08-30 09:36,121.43791,31.27576,2016-08-30 09:59,121.46217,31.27075
1007245,2515,2855,2016-08-29 20:16,121.42385,31.26827,2016-08-29 20:41,121.4373,31.27571
381784,2520,9506,2016-08-09 12:05,121.48132,31.23171,2016-08-09 12:10,121.4769,31.23417
910792,2521,10637,2016-08-15 16:40,121.50888,31.27541,2016-08-15 16:52,121.50538,31.27061
53648,2533,398,2016-08-28 08:13,121.36878,31.1679,2016-08-28 08:16,121.37134,31.16687
910097,2538,16168,2016-08-30 11:18,121.44378,31.29841,2016-08-30 11:24,121.4364,31.29459
426546,2541,4621,2016-08-10 16:46,121.47972,31.28925,2016-08-10 17:10,121.46863,31.28685
118602,2542,10870,2016-08-15 06:28,121.46275,31.27932,2016-08-15 06:34,121.452,31.27968
78866,2542,9604,2016-08-16 06:29,121.46441,31.28007,2016-08-16 06:36,121.45247,31.27983
71186,2542,6818,2016-08-10 06:31,121.46397,31.27935,2016-08-10 06:38,121.45376,31.2787
1285772,2542,2777,2016-08-30 15:46,121.4394,31.19568,2016-08-30 16:03,121.45975,31.19543
220499,2543,1722,2016-08-07 13:12,121.44106,31.18987,2016-08-07 13:26,121.4569,31.18689
1672476,2546,9980,2016-08-31 19:22,121.37467,31.1618,2016-08-31 19:36,121.38309,31.16526
345970,2551,6909,2016-08-03 15:33,121.4223,31.26706,2016-08-03 15:51,121.40869,31.28272
318799,2551,6909,2016-08-03 15:01,121.41119,31.28362,2016-08-03 15:18,121.42125,31.26705
1716425,2551,7776,2016-08-26 16:11,121.40963,31.28322,2016-08-26 16:21,121.41755,31.27405
581629,2551,7652,2016-08-01 16:13,121.40996,31.2825,2016-08-01 16:22,121.399,31.28073
1463910,2557,10270,2016-08-06 06:59,121.47075,31.21646,2016-08-06 07:02,121.47259,31.21831
1285920,2567,9499,2016-08-30 15:48,121.39963,31.26131,2016-08-30 15:59,121.38877,31.26233
937883,2572,4014,2016-08-25 18:58,121.42927,31.29974,2016-08-25 19:09,121.41329,31.30129
675770,2577,8603,2016-08-11 14:44,121.45435,31.22994,2016-08-11 14:57,121.44477,31.2392
1505696,2581,6228,2016-08-06 11:34,121.45977,31.19944,2016-08-06 11:42,121.46749,31.19738
187733,2593,13747,2016-08-20 09:30,121.46824,31.20054,2016-08-20 09:45,121.48457,31.21495
701991,2594,12040,2016-08-20 18:31,121.45433,31.21775,2016-08-20 18:43,121.44242,31.21838
1273854,2599,4389,2016-08-23 18:53,121.45454,31.2221,2016-08-23 19:37,121.45535,31.22495
266254,2600,2646,2016-08-01 09:20,121.47383,31.19993,2016-08-01 09:24,121.47336,31.19392
739107,2600,12750,2016-08-30 09:34,121.46567,31.19432,2016-08-30 09:38,121.47236,31.19302
1196630,2601,5658,2016-08-15 18:56,121.39145,31.19664,2016-08-15 19:04,121.40316,31.19497
904141,2603,9599,2016-08-09 19:54,121.44035,31.17998,2016-08-09 20:13,121.45491,31.18911
666664,2604,10219,2016-08-23 17:38,121.44146,31.21238,2016-08-23 17:48,121.44342,31.2225
101104,2606,7627,2016-08-03 08:51,121.50242,31.22075,2016-08-03 09:19,121.53296,31.21689
