x,y
119.688434,30.630590
114.984601,27.113672
120.187870,30.235263
113.189172,23.108604
120.501080,31.315692
118.320381,33.941805
120.252614,30.427772
118.799232,32.095612
103.973323,30.675873
108.369425,22.831151
116.488374,39.890393
121.560420,31.247532
118.343972,35.056742
113.414188,24.183422
120.756184,31.315500
121.598832,31.275494
117.702574,39.086051
120.536931,30.064802
116.612820,40.116345
115.690804,37.732003
114.213283,30.611662
116.317676,23.550552
116.464608,39.883039
101.558579,25.033671
117.266298,34.254137
112.568157,29.526042
121.407921,31.316059
119.205843,26.039904
120.603770,31.342371
123.957352,47.339971
121.473711,31.236171
122.990648,41.113687
106.079793,29.836213
109.431981,24.336384
121.381944,31.176524
117.254016,39.158060
113.874264,23.105843
121.324301,31.240661
109.583222,23.115900
113.817742,22.803640
121.480282,31.227021
114.068204,22.660153
110.483517,29.125609
113.987035,22.543228
116.352580,40.015024
108.894792,34.221274
104.051151,30.587450
113.592529,23.191248
119.812238,28.893188
104.263574,30.554588
120.560184,30.628785
120.218760,30.182994
113.256965,22.871092
121.417143,31.170871
113.364513,22.941406
112.157703,32.041323
119.220026,26.018731
121.584713,31.196084
117.533514,36.715595
108.877942,34.244872
114.613404,38.048595
116.293923,39.867304
117.104318,36.191322
121.524981,31.326681
115.998546,29.709129
116.398880,39.860491
114.334440,22.679922
114.208523,30.559044
121.498001,31.226942
111.609393,40.832063
117.031809,32.651269
113.815578,23.103866
116.986874,33.631963
113.294373,23.120184
120.427223,36.236120
117.168825,39.150649
108.692100,34.341116
113.807900,22.684111
112.563442,37.865887
106.678121,26.432813
110.186959,22.655622
119.519305,39.922130
117.209126,39.136215
116.077411,35.387194
122.088451,41.131865
108.937306,34.229370
120.469642,36.099811
113.923602,22.486083
105.822558,32.437091
114.478886,23.075779
119.029649,25.416481
114.350351,30.563912
112.859962,35.484780
117.167050,39.126292
121.257061,31.370255
114.463259,22.811747
112.993509,28.250768
121.423233,31.238013
113.270664,22.760610
104.061004,30.547634
117.113630,39.101364
102.541740,24.349651
113.360264,22.055911
120.409074,30.864312
121.227263,31.154143
116.283551,39.856131
113.389986,22.520021
118.421364,24.702201
129.617524,44.581763
120.199055,30.291052
113.408481,23.155717
113.480671,23.181393
112.503662,37.821345
118.608323,24.863904
120.239708,29.272281
113.367211,22.932774
108.631613,21.937667
113.854426,34.525704
118.310342,29.708389
116.561313,39.918305
114.975266,30.093353
117.611718,24.119893
117.370053,32.917734
114.130323,22.673797
114.005921,22.983145
113.566709,23.192186
120.724219,30.757998
121.497600,31.264534
113.106889,22.606704
120.844740,31.027854
120.587024,27.961004
112.476751,37.860713
116.446273,39.956323
112.976346,22.754929
117.494051,27.323049
117.288156,31.864021
118.594957,24.894758
116.680125,39.522980
120.363172,31.485061
114.129525,22.571682
108.947720,34.226572
113.156471,23.043672
116.321056,39.892955
123.426601,41.765479
112.456134,23.055580
113.541712,23.333238
115.656250,34.437166
114.482005,38.010802
120.223773,30.294081
112.120105,26.784923
110.375914,21.273951
118.639377,24.872871
118.740900,32.057931
102.833811,23.617224
114.354310,34.790723
100.240817,25.595494
120.426251,36.244804
119.547093,39.907821
121.844998,29.893533
114.245189,22.710738
114.117862,22.606208
112.584130,37.794036
120.692798,30.527295
118.830630,35.578961
115.978937,36.473336
130.337373,46.793957
117.031444,25.094814
123.358514,41.851484
108.947323,34.305144
113.887862,22.569180
113.120900,23.039152
108.929376,34.192327
102.789047,25.054792
104.649303,28.750544
117.215456,39.208836
112.132745,32.061272
121.518954,31.228432
118.164326,24.651567
120.101203,30.865772
113.791521,35.470823
119.032162,25.434171
117.681743,39.012722
118.283883,33.950173
114.029383,22.609394
121.139053,31.460423
121.449190,31.392580
116.204011,39.945993
120.285244,30.431733
120.452881,41.576693
126.629263,45.770331
113.895176,22.560852
114.050942,22.515537
115.059720,30.244060
109.144174,21.421236
120.335240,30.315504
118.586144,24.797879
113.324652,23.141710
113.329053,23.133853
123.416032,41.875441
119.979916,30.273710
102.929936,25.098154
113.552982,22.801356
113.669174,34.756138
111.668774,40.817813
116.243258,39.895808
120.190850,30.228661
120.267001,30.309255
118.755687,30.943730
121.510455,31.241035
116.416164,40.060021
116.728604,23.366204
116.693733,39.916460
121.546201,29.772362
113.283863,23.212613
121.635907,38.920822
119.102344,33.615999
116.354524,39.922614
113.082958,23.036440
119.129350,36.716242
113.868151,22.565562
116.145455,39.747434
114.401498,23.089644
117.954493,40.965323
120.622042,31.310950
117.185964,39.091382
116.295313,39.972951
121.685603,38.877611
120.304604,30.433363
119.041343,31.637304
117.232194,31.818974
113.322023,23.118762
111.003235,35.024445
106.577722,29.557140
119.841321,32.929291
122.370772,29.950375
116.410562,39.994462
114.335575,30.516131
118.845185,31.931701
122.993323,41.112211
112.574804,37.859537
113.086602,22.573802
118.596796,24.769305
113.961282,22.877154
113.257953,22.939602
110.714768,35.591381
114.484344,36.604460
108.731103,34.396520
116.470293,39.976134
121.458633,31.268301
120.278714,30.311871
121.211390,31.038347
109.494514,18.294828
123.413003,41.824295
110.307224,25.262794
121.519871,31.234882
108.962887,34.243199
121.526330,38.858483
113.566395,22.279970
114.269601,30.595085
109.450777,24.322759
121.526214,31.228645
114.210565,30.770177
110.400171,21.210059
110.393023,21.265892
119.296632,26.085603
114.244848,30.552129
87.608285,43.802213
113.359884,22.942243
120.354899,36.083412
113.202712,23.149095
121.543201,31.274520
121.503920,31.095079
113.857701,22.765671
119.105572,33.551606
118.944974,25.863932
117.103302,36.122130
113.341712,22.520002
116.417848,39.511978
113.979596,22.591697
114.462930,22.727836
113.079441,22.592424
108.324912,22.784862
116.336144,40.072771
112.591012,37.856160
113.643220,34.716492
116.858133,38.312822
114.385906,30.475992
113.618122,22.900945
114.034772,22.619782
114.293782,23.038176
110.154664,22.629466
113.280915,33.742191
114.111461,22.539901
118.741633,32.064863
115.984266,40.464921
112.905120,23.099322
117.056162,36.672203
121.235349,31.187120
116.344773,39.947021
121.168917,30.097342
118.003752,24.520181
110.924306,21.653921
120.638092,31.960760
113.525549,23.211911
114.484026,22.759462
122.144633,37.424630
113.263622,23.153172
120.300111,31.674052
119.184113,32.270330
113.247271,22.694773
109.754253,38.247063
121.386522,37.545404
109.790428,39.599045
111.800786,22.159422
116.313343,23.268062
108.381898,22.810353
114.150904,30.497253
120.304592,31.556392
117.272182,39.150346
120.119343,30.308101
119.108728,36.703163
116.693302,39.931577
118.160703,24.515442
114.110239,22.564816
124.396695,40.135773
114.497142,37.078099
114.513902,37.085425
104.783857,31.412043
126.677522,45.740372
114.369893,30.513135
111.003247,35.024633
121.335356,31.390207
113.247130,23.126336
114.334178,22.864732
119.288443,26.072101
112.535318,27.884728
120.678463,31.316642
118.809055,32.102378
112.933483,28.163912
114.249530,22.716049
120.401741,36.065573
121.349523,31.170743
113.704073,31.258931
114.080630,22.539422
120.690055,27.940222
113.526163,22.255103
114.126474,22.540423
113.947316,22.527403
116.238243,39.926134
117.137064,36.676422
113.375698,22.918359
118.100892,24.519342
113.129242,22.852712
120.637262,31.372265
113.297354,22.214661
117.013287,39.376374
121.606664,38.933060
120.700382,27.910441
109.501429,18.266364
116.501607,39.874171
114.037592,22.559881
101.729341,26.564769
117.934665,24.564894
116.694233,28.708284
121.603655,38.917769
121.444319,31.038822
116.541806,40.099246
118.728364,32.125822
123.355722,41.800111
109.034289,34.319778
113.272562,23.095402
113.031792,34.459522
114.049470,22.691066
109.365532,24.314841
106.487003,29.525901
107.643534,35.717774
118.776362,32.041604
118.737236,32.016473
120.974524,28.116180
118.386092,24.961938
113.573318,23.125809
119.955502,36.782992
113.024613,23.733075
110.157015,22.631926
106.616402,23.897562
114.063886,22.531931
113.960748,23.118345
113.596571,24.804635
108.891862,34.208160
120.374229,36.099253
118.583334,24.621844
119.276550,26.024085
113.014481,22.913442
116.272503,39.888484
113.878079,23.069529
117.261591,39.103010
113.429768,22.357298
116.302851,39.934395
105.877724,32.424494
104.663776,31.466895
112.913862,28.203705
117.204992,39.163063
120.580461,29.995279
121.455282,31.119585
112.729514,23.318692
116.401031,39.827155
116.392095,39.982423
121.633610,38.922224
114.939293,27.809799
123.401865,41.920120
113.941284,22.573195
102.737382,25.052742
113.104568,23.120646
119.317513,26.087724
117.941485,40.969722
120.354274,36.100763
121.715612,39.104030
121.431299,31.254553
121.431022,31.017601
113.261112,23.190312
123.456554,41.836555
114.115446,22.628078
113.134872,22.890603
121.645701,42.034713
112.584437,37.734112
121.568871,29.831710
113.556973,22.264824
116.845355,40.374242
104.065145,30.566685
114.326119,23.004541
110.176298,25.229227
112.583644,37.812530
120.174061,30.326682
119.400843,32.367511
121.511892,31.261323
121.592081,31.255382
114.885212,30.397783
118.736134,30.937152
113.911204,22.781832
121.431722,31.151013
113.268761,22.774964
116.730089,23.277132
121.556582,29.869715
121.448211,31.310934
121.403961,31.163914
119.676143,29.089853
113.346514,22.918951
116.409564,40.076957
120.196763,30.247092
113.046623,22.505212
123.322168,41.657512
121.608992,31.279631
125.110064,46.598513
114.349101,22.688817
104.077143,30.656045
121.126354,31.284920
114.037851,22.626312
121.526570,38.852673
123.508632,41.746313
114.986462,38.516176
120.027606,28.896766
122.121343,37.503111
108.291454,22.869935
113.541473,22.239013
111.710554,40.830982
114.209782,22.650265
110.948064,22.354881
117.192209,39.081549
120.226812,30.362161
113.239187,35.204422
121.403401,31.197021
114.064883,22.519961
107.773523,29.330717
121.468702,31.231265
116.712403,23.387285
104.072075,30.660443
106.645942,29.516111
113.837663,22.687165
117.239164,39.097384
119.948031,30.260130
117.308276,39.088888
120.661361,28.013083
114.318300,23.009295
119.000486,25.440341
114.172907,22.564046
113.305093,22.968259
123.419426,41.789007
116.333880,39.927565
116.749072,23.469483
121.350482,31.153793
113.376453,23.100224
116.411991,39.910752
108.267290,22.843090
121.544771,29.826751
113.933454,22.541171
123.902249,41.865560
121.385040,37.540914
114.427125,30.432412
114.070338,22.689189
121.594941,38.894071
113.374033,22.519316
113.889195,22.777103
121.228909,31.371592
111.680473,29.057294
113.452862,23.178540
117.654763,24.508472
119.356890,26.020776
114.245913,22.716823
116.270080,39.880840
114.930705,24.450610
108.322311,22.844901
113.241812,23.117633
116.983172,36.631822
114.332323,30.536793
104.103998,30.679493
117.294283,31.864615
113.898243,22.558906
111.962040,21.881532
112.907611,28.139378
113.303760,40.054912
109.490115,36.586004
119.579941,39.947382
117.059002,39.387064
116.232973,39.847962
106.662884,23.885224
114.164943,22.561680
120.888545,31.985389
120.211710,30.241833
105.836215,30.175355
113.811931,22.625060
114.512753,38.076873
121.455552,31.263661
118.995941,25.417784
113.115473,36.185326
114.502604,38.059214
120.216037,30.292211
108.963452,34.235020
119.413884,32.406445
120.509910,30.092874
118.177549,24.504722
119.331792,26.074593
121.441885,31.331082
121.492766,31.092108
113.293346,23.034681
123.269374,41.752113
116.162965,23.312914
119.385462,25.987282
116.593281,40.212330
118.160894,24.511542
117.106448,36.685226
113.834153,22.773744
104.093632,30.660384
108.918234,34.240784
117.186525,39.119213
113.368312,23.193643
114.217489,22.722862
118.072611,24.445405
114.396847,30.495910
116.442849,23.240561
117.176580,39.122211
121.313924,31.190875
118.949452,25.386311
120.318130,36.067630
113.544131,22.347451
113.318746,23.095927
113.263181,23.156470
113.168613,22.792511
126.698861,45.757951
121.158770,28.411476
129.625245,44.593141
113.074753,23.647232
114.325089,30.519441
104.044503,30.674234
106.552028,29.602878
106.558411,29.580094
120.388463,36.096432
121.479174,31.235845
121.520384,38.953144
116.397130,39.916527
114.403383,23.093065
113.192578,23.116892
117.212284,39.036516
121.554153,29.833902
118.908943,31.650736
113.926996,22.509899
116.835200,40.374371
118.903796,32.033503
113.105073,27.833714
120.314661,36.062432
118.437990,24.675850
113.244281,23.125860
120.435555,36.165901
121.420353,31.180485
118.594912,24.905523
121.361550,28.580412
116.320231,39.847561
114.705987,23.755680
115.214025,22.894705
118.030952,24.580837
120.330833,36.080664
113.551791,22.362453
114.064617,22.910521
118.785814,32.017795
110.279209,19.980139
117.652821,24.520943
111.581295,22.766682
118.707646,32.154862
114.527803,22.740650
113.347446,23.003875
120.630556,31.309433
113.085062,22.949945
120.540786,31.863110
120.164124,33.339092
120.645725,27.753135
112.472392,23.055744
119.283454,26.044621
108.920500,34.235153
117.215934,39.114681
120.902550,31.403981
124.883829,46.636030
113.646256,34.800787
117.129290,36.190495
113.834150,23.291361
120.743702,31.643274
121.321974,31.296633
114.026793,22.649625
121.036519,28.215860
113.100575,23.146182
117.197104,39.155333
113.249471,23.133064
115.378353,22.776711
118.781372,32.090241
121.540102,29.861723
114.145639,22.746654
123.368453,41.815191
126.685585,45.698655
113.241507,23.113342
118.475985,25.125306
113.903791,22.511669
117.147034,39.092434
103.854815,30.687535
118.190158,24.530410
117.194422,39.129651
116.287154,40.097832
121.459565,31.217241
113.531503,23.084260
121.394621,31.628504
114.073121,22.626947
123.459983,41.801270
117.764030,35.912102
113.559494,22.798186
113.464485,22.541174
121.347104,31.156650
102.683202,25.009462
111.293473,30.720045
121.396501,31.623422
116.494932,39.900923
116.994151,36.694551
117.197703,39.118350
113.916380,22.514359
121.628700,31.211641
118.136569,24.539619
113.244772,23.131343
106.579113,29.558493
116.254664,39.929774
119.947221,37.181522
117.396240,39.162083
119.877048,29.217691
114.429448,23.086633
104.199289,30.817141
117.387184,32.929786
111.296169,30.702420
102.856892,24.867086
113.435463,22.955890
123.450222,41.788279
113.246682,22.676657
114.106600,22.553873
118.083417,24.451199
121.567402,31.159691
119.313404,26.036982
118.876125,31.730356
121.140109,41.117363
114.297834,23.171494
113.060541,23.009146
121.404063,38.838489
113.312378,23.128671
108.962634,34.274474
118.191076,24.475903
121.355044,31.225864
119.579548,32.404869
106.078693,30.821071
116.372518,23.214034
104.771785,29.358463
121.532294,31.315062
121.410982,31.353881
118.793624,32.040782
108.715810,34.336273
126.541373,45.738652
110.367346,21.265303
108.370052,22.870194
104.028551,30.632824
116.378736,39.865269
118.185930,24.508303
120.299092,31.575782
119.704303,31.961613
113.906305,22.572280
118.135012,39.625202
113.124462,27.818475
113.980618,22.552095
116.613813,23.651672
118.916512,32.093304
117.600425,26.226737
113.217706,23.400385
114.039485,22.621462
118.186639,39.624383
123.468401,41.802282
113.548472,23.103261
113.387783,22.976022
116.488428,23.504302
115.356834,22.974920
113.706040,28.514064
113.666562,34.751193
118.848924,28.974193
114.130385,22.550129
116.505601,39.915035
118.819329,31.955995
113.270729,23.178433
114.291650,22.727511
113.901538,22.578963
113.602765,23.128318
113.626190,23.121394
114.119710,22.584677
113.325465,23.184652
113.925294,22.506664
113.726152,23.035045
120.143753,30.319043
116.390298,40.108891
118.767055,32.077953
121.443603,31.222051
120.832778,32.039956
108.947925,34.318293
119.203310,26.067824
121.430940,31.233452
113.183641,23.103723
121.934304,29.197615
107.721614,29.532277
117.314204,31.883711
113.892975,22.930613
112.976298,22.774987
113.831179,23.287530
120.422263,36.157721
117.257251,31.853994
114.162724,30.492265
114.070628,22.620464
113.188854,22.611237
113.130183,23.019873
120.105422,29.325112
116.627317,23.525698
114.343662,30.588944
116.429596,23.582850
113.155708,23.462250
118.120587,24.475249
112.932999,28.218701
120.316351,29.153795
113.393930,23.370176
121.452501,31.194463
116.439263,39.849873
114.021446,22.654050
114.491804,37.061333
116.993472,36.704633
113.649544,23.095243
116.233744,40.223632
113.809320,22.669286
121.477642,31.224753
114.308301,22.595572
113.591253,23.120549
120.215253,31.625664
116.421519,40.042581
108.871912,34.239051
113.899803,22.530797
119.602431,39.930861
118.053583,36.822572
121.524261,29.861211
120.724721,31.327844
113.327235,23.120412
116.122918,39.905749
113.288164,23.205902
116.427854,39.859721
121.511364,38.848350
120.391333,31.583563
119.060717,33.552062
112.860404,28.207572
121.586953,38.915301
120.178384,30.249906
113.644530,23.128113
121.698644,31.193405
110.326204,20.029803
116.303285,39.908105
118.784709,32.050048
109.952533,40.606234
114.130685,22.606582
116.501775,23.380644
114.266394,30.569082
120.119599,30.330224
109.644327,18.230592
116.326543,39.881405
113.681393,34.762431
119.146674,26.142020
108.944656,34.141775
121.362338,31.362600
109.844546,18.395945
119.359548,26.100809
113.367207,23.122101
120.659014,30.902239
110.632854,21.660389
117.676411,24.496932
121.428753,31.158475
109.284897,34.385723
103.989321,30.625780
113.230326,35.241855
120.865962,32.014824
120.492852,30.085770
115.739785,24.127068
123.410244,41.845512
121.412673,28.652822
113.579594,22.256024
121.402825,31.187612
115.250884,24.109327
119.253832,26.083299
119.041485,25.465420
108.907441,34.235424
110.406396,21.196759
114.053063,22.690584
116.837094,40.362074
120.629704,31.321484
119.293564,26.061815
119.546749,26.209419
111.669261,40.815554
114.102072,22.558282
116.821667,33.963266
120.608577,28.013925
113.085765,28.241942
117.361538,25.973272
121.331251,31.263484
120.447863,31.520323
113.321326,23.131830
118.843881,31.953321
118.583784,24.621370
120.159250,29.333955
110.320588,20.025371
113.265243,23.126355
109.143921,21.432641
115.787035,32.876524
112.984536,28.236844
113.816644,23.275854
114.268541,30.610113
118.081243,24.453295
111.733293,40.820175
116.370443,39.961871
111.012234,21.530053
114.196011,30.596271
120.163612,30.269282
120.374634,36.168669
104.399589,30.860547
114.111241,22.612171
113.365178,22.964723
113.895004,22.581274
120.063747,28.890649
120.723947,31.252247
116.387111,39.856042
114.136544,22.625072
121.445512,31.337001
114.290190,30.579035
123.479363,41.825293
120.653795,31.305770
114.425853,23.113900
112.971654,28.198780
121.555511,31.182312
114.126784,22.623853
115.873731,39.326580
120.096444,30.329371
113.258317,22.671087
113.282652,23.138201
112.869121,23.170563
121.116581,31.149535
116.420695,39.885633
118.173209,24.485294
113.952479,22.538445
